,title,quote
3039,man in the iron mask,You have the heart of a king.
3040,man in the iron mask,You are right. It is rotten. I will speak to the King myself. You have my word.
3041,man in the iron mask,"When I discover the identity of this Jesuit rebel, I will kill both him and the man who told me."
3042,man in the iron mask,I've worn that mask so long I don't feel safe without it.
3043,man in the iron mask,"I'm a genius, not an engineer."
3044,man in the iron mask,"Athos... after all you have done, I must ask you one more service. Let me love you like a son to a father. And I pray you live for this: to love me like your son."
3045,man in the iron mask,Put this man away where no one will hear his insanity. Let him be fed by a deaf-mute but feed him well.
3046,man in the iron mask,You grow fond of him. That is good.
3047,man on fire,There is no such thing as tough. There is trained and untrained. Now which are you?
3048,man on fire,The gunshot holds no fear!
3049,man on fire,"I think he's been sick. He's all right now, but I think he's been very, very sick."
3050,man on fire,"I'm gonna take your family apart piece by piece, you understand me? Piece by piece."
3051,man on fire,"The most important thing in life, is family."
3052,man on fire,"I'm goin' home, too. I'm goin' to Blue Bayou."
3053,man on fire,"I am going to ask questions. If you don't answer fully and truthfully, you will suffer much more than you have to. I'm going to cut your fingers off. One by one, if I have to."
3054,man on fire,"Dear God, I do not ask for health or wealth. People ask you so often that you can't have any left. Give me, God, what else you have. Give me what no-one else asks for. Amen."
3055,man on fire,He'll deliver more justice in a weekend than ten years of your courts and tribunals.
3056,man on the moon,"You're insane, but you might also be brilliant."
3057,man on the moon,"Kaufman, did you come here to wrestle or act like an ass?"
3058,man on the moon,"I am from Caspiar, an Island in the Caspian Sea. It sunk."
3059,man on the moon,"Andy, you have to look inside and ask this question: who are you trying to entertain - the audience or yourself?"
3060,man trouble,I look upon a woman as a whole.
3061,man trouble,"Here I am, sitting in the center of a lot of wealth, the escalation in crime couldn't be better, and I'm not turning a damn nickel on it!"
3062,manhunt,I've got something on my gay-dar!
3063,manhunter,"It's just you and me now, sport. And I'm going to find you, God damn it."
3064,manhunter,You're so sly... but so am I.
3065,maniac,"Not only do I look like Meirschultz, I am Meirschultz!"
3066,maniac,"A rat eating a cat? Why, that is news! By the way, did you hear a shot last night?"
3067,maniac,"Tonight, my dear Maxwell, I'm ready to try my experiment on a human!"
3068,maniac,"Once a ham, always a ham!"
3069,maniac,I must get her outta here. She must have oxygen!
3070,margot at the wedding,I left a piece of skin in a movie theater once so it could watch movies all its life.
3071,margot at the wedding,"I have this theory. I think, historically, women have been held back in so many ways that when they get power like they do behind the wheel, they can't help but abuse it. It's akin to Hannah Arendt's Eichmann theory about prison guards and prisoners switching roles."
3072,margot at the wedding,My scrotum is longer than my penis.
3073,margot at the wedding,Make sure you can handle rejection. I can't.
3074,marley & me,"Tell your dog not to worry, sooner or later we all lose our balls."
3075,marty,"Ma, sooner or later, there comes a point in a man's life when he's gotta face some facts. And one fact I gotta face is that, whatever it is that women like, I ain't got it."
3076,marty,"You don't like her. My mother don't like her. She's a dog. And I'm a fat, ugly man. Well, all I know is I had a good time last night. I'm gonna have a good time tonight. If we have enough good times together, I'm gonna get down on my knees. I'm gonna beg that girl to marry me. If we make a party on New Year's, I got a date for that party. You don't like her? That's too bad."
3077,mash,Someone get that dirty old man out of this operating theater.
3078,mash,"Oh, Frank, my lips are hot. Kiss my hot lips."
3079,mash,"Now, fair's fair Henry. If I nail Hotlips and hit Hawkeye can I go home too?"
3080,max payne,The angels are not done with you yet!
3081,max payne,Remember when you were a kid and you'd hold your breath when you run past a grave yard? Leave that man alone.
3082,max payne,It's okay. The angels burn within them now.
3083,max payne,Take Payne alive. If there is anything left.
3084,meet joe black,"So tell me Joe... How come a man as attractive, intelligent, well-spoken... diffident in the most seductive way, and yet... powerful... is all alone in this world?"
3085,meet joe black,"Don't blow smoke up my ass, it will ruin my autopsy."
3086,meet joe black,"Careful Bill, you'll give yourself a heart attack and ruin my vacation."
3087,meet joe black,"When I introduce you, and I tell them who you are, I don't think anyone will stay for dinner."
3088,meet joe black,"I can't believe you people. I come for you, and you want to stay, I let you stay and you want to go."
3089,meet joe black,I want you to sing with rapture and dance like a dervish.
3090,meet joe black,You got enough nice pictures?
3091,meet joe black,"You never know, lightning could strike."
3092,meet joe black,I don't think this is the lightning you're looking for.
3093,meet joe black,"It nice it happen to you. Like you come to the island and had a holiday. Sun didn't burn you red-red, just brown. You sleep and no mosquito eat you. But the truth is, it bound to happen if you stay long enough. So take that nice picture you got in your head home with you, but don't be fooled. We lonely here mostly too. If we lucky, maybe, we got some nice pictures to take with us."
3094,meet joe black,You're not Death. You're just a kid in a suit.
3095,meet joe black,"I loved Susan from the moment she was born, and I love her now and every minute in between. And what I dream of is a man who will discover her, and that she will discover a man who will love her, who is worthy of her, who is of this world, this time and has the grace, compassion, and fortitude to walk beside her as she makes her way through this beautiful thing called life."
3096,meet joe black,Thank you for loving me.
3097,meet joe black,I wish... you could have known my father.
3098,meet joe black,"Love is passion, obsession, someone you can't live without. I say, fall head over heels. Find someone you can love like crazy and who will love you the same way back. How do you find him? Well, you forget your head, and you listen to your heart. And I'm not hearing any heart. Cause the truth is, honey, there's no sense living your life without this. To make the journey and not fall deeply in love, well, you haven't lived a life at all. But you have to try, cause if you haven't tried, you haven't lived."
3099,meet john doe,"Tear down fences... why, if you tore one picket off your neighbor's fence, he'd sue you!"
