Cast;Country;Country - Split 1;Country - Split 2;Date Added;Date Added (copy);Date Added (group);Description;Director;Duration;Genre;Genre_Color;Listed In;Listed In - Split 2;Rating;Release Year;Release Year (group);Show Id;Title;Type;1;Count_Country;Count_Title
CM Punk, Trieste Kelly Dunn, Sarah Brooks, Elissa Dowling, Karen Woditsch, Marshall Bean, Anish Jethmalani, Bishop Stevens, Tonya Kay;United States;United States;;22/02/2020;22/02/2020;2020-02-22;A husband with a bad track record tries to start anew by renovating a rundown Victorian for his family, only to find he's tackled a house out of hell.;Travis Stevens;92 min;Horror;A;Horror Movies;Movies;TV-MA;2019;2010's;s2423;Girl on the Third Floor;Movie;100;1;1
;Finland, Germany, Belgium;Finland;Germany;16/11/2019;16/11/2019;2019-11-16;Decades after a nuclear war, survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead.;Timo Vuorensola;93 min;Action;A;Action & Adventure, Comedies, International Movies;&;TV-MA;2019;2010's;s3060;Iron Sky: The Coming Race;Movie;100;1;1
Ellar Coltrane, Callan McAuliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto;United States;United States;;19/03/2020;19/03/2020;2020-03-19;A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole.;Joseph Cross;93 min;Comedies;A;Comedies, Dramas, Romantic Movies;Dramas,;TV-MA;2019;2010's;s5879;Summer Night;Movie;100;1;1
Tommaso Buscetta;United Kingdom;United Kingdom;;10/09/2019;10/09/2019;2019-09-10;In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.;Mark Franchetti, Andrew Meier;93 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s4693;Our Godfather;Movie;100;1;1
Calum Von Moger;United States;United States;;13/08/2019;13/08/2019;2019-08-13;Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.;Vlad Yudin;93 min;Documentaries;A;Documentaries, Sports Movies;Sports;TV-MA;2019;2010's;s1183;Calum von Moger: Unbroken;Movie;100;1;1
Joaquín Furriel, Martina Gusmán, Luciano Cáceres, Heidi Toini, Regina Lamm;Argentina;Argentina;;26/07/2019;26/07/2019;2019-07-26;In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.;Sebastián Schindel;93 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2019;2010's;s6887;The Son;Movie;100;1;1
Shannon Tarbet, Aidan Turner, Benjamin Walker, Matthew Broderick, Chloë Sevigny, Mark Blum, Jason Fuchs, Kabby Borders;United States;United States;;12/05/2020;12/05/2020;2020-05-12;Diagnosed with selective perception, a young woman is prescribed by a psychotherapist to spend time with a troubled man she cannot see.;Andy Delaney, Monty Whitebloom;93 min;Dramas;A;Dramas, Independent Movies, Romantic Movies;Independent;TV-MA;2019;2010's;s3760;Love Is Blind;Movie;100;1;1
Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira;Spain;Spain;;22/04/2020;22/04/2020;2020-04-22;While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality.;Marc Vigil;93 min;International;A;International Movies, Thrillers;Movies,;TV-MA;2019;2010's;s6873;The Silence of the Marsh;Movie;100;1;1
Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas;United States;United States;;05/03/2019;05/03/2019;2019-03-05;After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.;Keoni Waxman;94 min;Action;A;Action & Adventure;&;TV-MA;2019;2010's;s6434;The Hard Way;Movie;100;1;1
Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker, Kool Shen, Hubert Koundé, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou dit Dosseh, Hache-P;France;France;;08/11/2019;08/11/2019;2019-11-08;Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand.;Xavier Durringer;94 min;Action;A;Action & Adventure, Dramas, International Movies;&;TV-MA;2019;2010's;s4762;Paradise Beach;Movie;100;1;1
Seun Ajayi, Judith Audu, Tope Tedela, Ifu Ennada, Chiwetalu Agu, Demi Banwo, Ibrahim Jammal, Micheal Ajotubu, Ozzy Agu, Cristabel Goddy;Nigeria;Nigeria;;04/09/2020;04/09/2020;2020-09-04;A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos.;Abba T. Makama;94 min;Comedies;A;Comedies, Dramas, Independent Movies;Dramas,;TV-MA;2019;2010's;s6621;The Lost Okoroshi;Movie;100;1;1
Jessica Mila, Rio Dewanto, Sheila Dara, Rafael Tan, Widyawati, Aimee Saras, Rukman Rosadi, Lucinta Luna;Indonesia;Indonesia;;24/12/2020;24/12/2020;2020-12-24;After failing to deliver for a demanding bride, a wedding planner makes a bold business move and throws the wedding of the year — for herself.;Andibachtiar Yusuf;94 min;Comedies;A;Comedies, Dramas, International Movies;Dramas,;TV-MA;2019;2010's;s1100;Bridezilla;Movie;100;1;1
;United Kingdom;United Kingdom;;05/04/2019;05/04/2019;2019-04-05;Based on Dr. Ahron Bregman's book, this documentary examines the life and mysterious death of Ashraf Marwan, an Egyptian billionaire and Israeli spy.;Thomas Meadmore;94 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s6898;The Spy Who Fell to Earth;Movie;100;1;1
María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros;Spain;Spain;;13/04/2019;13/04/2019;2019-04-13;On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.;Jota Linares;94 min;Dramas;A;Dramas, International Movies;International;TV-MA;2019;2010's;s7609;Who Would You Take to a Deserted Island?;Movie;100;1;1
Khalil Ramos, Vance Larena, Kelvin Miranda, Jan Silverio, Markus Paterson, Gabby Padilla, Sue Ramirez;Philippines, United States;Philippines;United States;01/12/2019;01/12/2019;2019-12-01;A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid – until their kidnapping scheme turns deadly.;Mikhail Red;94 min;Dramas;A;Dramas, International Movies, Thrillers;International;TV-MA;2019;2010's;s1652;Dead Kids;Movie;100;1;1
Sandra Mae Frank, Aurora Heimbach, Craig Fogel, Tony Spitz, Jordan Theodore, Kate Rose Reynolds, Jessie Jordan, Derek Long, Sophia Getz, Amelia Sheeler;United States;United States;;01/07/2019;01/07/2019;2019-07-01;Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook.;David Allensworth, Monière;94 min;Horror;A;Horror Movies, Independent Movies;Movies,;TV-MA;2019;2010's;s5729;Soul to Keep;Movie;100;1;1
Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux;United States;United States;;11/11/2019;11/11/2019;2019-11-11;After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.;J.M. Berrios;95 min;Action;A;Action & Adventure, Dramas;&;TV-MA;2019;2010's;s5866;Submission;Movie;100;1;1
Noomi Rapace, Sophie Nélisse, Indira Varma, George Georgiou, Christopher Sciueref, Eoin Macken;United Kingdom, United States;United Kingdom;United States;18/01/2019;18/01/2019;2019-01-18;When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back.;;95 min;Action;A;Action & Adventure, International Movies;&;TV-MA;2019;2010's;s1421;Close;Movie;100;1;1
Robert Kazinsky, Samantha Barks, Ed Speleers, Tony Way, Rachel Hurd-Wood, Ivan Kaye, Anna Chancellor, David Hargreaves, Tanya Reynolds;United Kingdom;United Kingdom;;16/08/2019;16/08/2019;2019-08-16;When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell.;Mark Murphy;95 min;Comedies;A;Comedies;;TV-MA;2019;2010's;s2226;For Love or Money;Movie;100;1;1
Ramsey Nouah, Blossom Chukwujekwu, Ayo Makun, Nancy Isime, Ali Nuhu, Folusho Durojaiye, Toyin Abraham, Chika Lann, Broda Shaggi, Etinosa Idemudia;Nigeria;Nigeria;;17/07/2020;17/07/2020;2020-07-17;To pull off a massive heist, a charismatic con artist attempts to rob a fortified home with the help of a team he can't completely trust.;Toka McBaror, Tunde Apalowo;95 min;Comedies;A;Comedies, International Movies;International;TV-MA;2019;2010's;s6668;The Millions;Movie;100;1;1
Nekfeu;France;France;;01/12/2019;01/12/2019;2019-12-01;Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary.;Syrine Boulanouar, Nekfeu;95 min;Documentaries;A;Documentaries, International Movies, Music & Musicals;International;TV-MA;2019;2010's;s7473;Wandering Stars;Movie;100;1;1
Zach McGowan, Amy Smart, Joe Pantoliano, Burt Young, Tony Darrow, Nick Loeb, Taryn Manning, Jason James Richter;United States;United States;;18/05/2019;18/05/2019;2019-05-18;Newly famous after challenging Muhammad Ali for a championship title, boxer Chuck Wepner spirals down the slippery slope of being a celebrity.;Ken Kushner;95 min;Dramas;A;Dramas, Independent Movies, Sports Movies;Independent;TV-MA;2019;2010's;s6173;The Brawler;Movie;100;1;1
Sue Ramirez, RK Bagatsing, Mark Anthony Fernandez, Aleck Bovick, Dexter Doria, Nino Muhlach, Lui Manansala, Dolly De Leon;Philippines;Philippines;;14/02/2020;14/02/2020;2020-02-14;When a seasoned sex worker sleeps with a rookie call boy, they soon find that a strictly physical relationship doesn't completely satisfy them.;Rod Cabatana Marmol;95 min;Dramas;A;Dramas, International Movies, Romantic Movies;International;TV-MA;2019;2010's;s1551;Cuddle Weather;Movie;100;1;1
Roy Chiu, Chia-Chia Peng, Wen Chen-ling, Eugenie Liu, Yeo Yann Yann;Taiwan;Taiwan;;13/12/2019;13/12/2019;2019-12-13;An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.;Ding-Lin Wang;95 min;International;A;International Movies, Thrillers;Movies,;TV-MA;2019;2010's;s6059;The 9th Precinct;Movie;100;1;1
Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros;Philippines;Philippines;;08/04/2020;08/04/2020;2020-04-08;After her best friend dies, Barbs attempts to rediscover herself until love leaves her true identity — and heart — in question.;Perci Intalan;96 min;Comedies;A;Comedies, Dramas, International Movies;Dramas,;TV-MA;2019;2010's;s1054;Born Beautiful;Movie;100;1;1
;United Kingdom;United Kingdom;;10/09/2019;10/09/2019;2019-09-10;Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing.;Orlando von Einsiedel;96 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s2041;Evelyn;Movie;100;1;1
Ron Perlman, Louie Simmons;;;;09/08/2019;09/08/2019;2019-08-09;A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.;Michael Fahey;96 min;Documentaries;A;Documentaries, Sports Movies;Sports;TV-MA;2019;2010's;s7542;Westside vs. the World;Movie;100;0;1
;United States;United States;;11/03/2020;11/03/2020;2020-03-11;At San Quentin State Prison, hardened convicts take their shots at redemption while navigating personal struggles by bonding through basketball.;Michael Tolajian;96 min;Documentaries;A;Documentaries, Sports Movies;Sports;TV-MA;2019;2010's;s5020;Q Ball;Movie;100;1;1
Kery James, Jammeh Diangana, Chloé Jouannet, Bakary Diombera;France;France;;13/10/2019;13/10/2019;2019-10-13;Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.;Leïla Sy, Kery James;96 min;Dramas;A;Dramas, International Movies;International;TV-MA;2019;2010's;s5842;Street Flow;Movie;100;1;1
Mohamed El Hemaly, Abdulla Al-khudr, Ghadeer Zayid, Heba El Dorry, Abdulaziz Al-mesallam, Meshal Al-farhan, Meshal Al-Mujibel, Ibrahim Al-Sheikhly, Souad al-Husseini, Soliman Elyassin;Kuwait;Kuwait;;17/05/2020;17/05/2020;2020-05-17;A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires.;Mohammed Alhmly;97 min;Action;A;Action & Adventure, Comedies, International Movies;&;TV-MA;2019;2010's;s6329;The End;Movie;100;1;1
Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa;Vietnam;Vietnam;;25/09/2019;25/09/2019;2019-09-25;When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors.;Le Van Kiet;97 min;Action;A;Action & Adventure, Dramas, International Movies;&;TV-MA;2019;2010's;s2319;Furie;Movie;100;1;1
;United States;United States;;11/03/2020;11/03/2020;2020-03-11;Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.;Denis Hennelly, Casey Suchan;97 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s6086;The Animal People;Movie;100;1;1
;United States;United States;;13/08/2019;13/08/2019;2019-08-13;For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.;Barak Goodman;97 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s7659;Woodstock;Movie;100;1;1
MHD, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor;France;France;;22/11/2019;22/11/2019;2019-11-22;Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive.;Julien Abraham;97 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2019;2010's;s1113;Brother;Movie;100;1;1
Freida Pinto, Leslie Odom Jr., Chandler Riggs, Jayson Warner Smith, Joshua Mikel, Mark Ashworth, Tia Hendricks, Richard Hempton, Noor Naghmi, Maggie Parto;United States;United States;;05/07/2020;05/07/2020;2020-07-05;A couple must endure a self-imposed quarantine and elude authorities after a mysterious virus proves lethal to the world’s female population.;Takashi Doscher;97 min;Dramas;A;Dramas, Independent Movies, Romantic Movies;Independent;TV-MA;2019;2010's;s4660;Only;Movie;100;1;1
Renato Quattordio, Malena Narvay, Thomás Lepera, Jerónimo Giocondo Bosia, Tomás Wicz, Tomás Raimondi, Majo Chicar, Agustina Cabo;Argentina;Argentina;;12/11/2020;12/11/2020;2020-11-12;To cope with a friend's death, a teen blogs about his daily life but falls further into an existential crisis while experiencing a sexual awakening.;Lucas Santa Ana;97 min;Dramas;A;Dramas, International Movies, LGBTQ Movies;International;TV-MA;2019;2010's;s4028;Memories of a Teenager;Movie;100;1;1
Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane;Canada;Canada;;11/04/2020;11/04/2020;2020-04-11;In a city where super-powered people are ostracized, an earnest day laborer considers using his outlawed abilities for money to save his sick mother.;Jeff Chan;98 min;Action;A;Action & Adventure, Independent Movies, International Movies;&;TV-MA;2019;2010's;s1447;Code 8;Movie;100;1;1
Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang;China;China;;31/05/2019;31/05/2019;2019-05-31;After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.;Han Han;98 min;Comedies;A;Comedies, Dramas, International Movies;Dramas,;TV-MA;2019;2010's;s4815;Pegasus;Movie;100;1;1
Cassandra Ciangherotti, Gabriela de la Garza, Irán Castillo, Sophie Alexander-Katz, Flor Eduarda Gurrola, Mariana Cabrera, Juan Pablo Medina, Pablo Cruz Guerrero, Diana Bovio, Andrés Almeida;Mexico;Mexico;;02/10/2019;02/10/2019;2019-10-02;After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.;Luis Javier Henaine;98 min;Comedies;A;Comedies, International Movies, Romantic Movies;International;TV-MA;2019;2010's;s5115;Ready to Mingle;Movie;100;1;1
