,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
460,The Tattoo,1968,N/A,18 Sep 1968,90 min,Comedy,Denys de La Patellière,"Alphonse Boudard (novel), Alphonse Boudard, Pascal Jardin (dialogue)","Jean Gabin, Louis de Funès, Paul Mercey, Yves Barsacq","An art dealer wants to buy a Modigliani, which is tattooed on the back of an old soldier.",French,"France, Italy",N/A,https://m.media-amazon.com/images/M/MV5BNDA1YzAzNWYtODUyZi00ZGI1LWIwY2QtYTE5MGRhMDk3MmU0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",N/A,6.6,"2,820",tt0063674,movie,N/A,N/A,N/A,N/A,True
461,Horus: Prince of the Sun,1968,Not Rated,21 Jul 1968,82 min,"Animation, Action, Adventure, Drama, Family, Fantasy",Isao Takahata,Kazuo Fukazawa (screenplay),"Mikijirô Hira, Etsuko Ichihara, Eijirô Tôno, Masao Mishima","Horus, a kid living in an unnamed Scandinavian/Eastern Europe culture of the Iron Age, recovers the Sword of the Sun from the rock giant Moog and learns from his dying father that he must returns to his ancestral territory. In the process, he defends a village from the attacks of Grundewald, a warlord/ice demon and befriends the enigmatic Hilda, a lonely and beautiful girl who sings haunting songs (and who hides a terrible secret).",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BODFhZjc0YTUtOWU3MS00ZTE2LWJiY2QtMjJhMzRjNmNjNGViXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}]",N/A,6.6,"2,104",tt0063668,movie,N/A,N/A,Toei Animation Company,N/A,True
462,Mad Monster Party?,1967,Unrated,26 Jul 1967,94 min,"Animation, Comedy, Family, Fantasy, Musical",Jules Bass,"Len Korobkin (screenplay), Harvey Kurtzman (screenplay), Arthur Rankin Jr. (story)","Boris Karloff, Allen Swift, Gale Garnett, Phyllis Diller","When Dr Frankenstein decides to retire from the monster-making business, he calls an international roster of monsters to a creepy convention to elect his successor. Everyone is there including Dracula, The Werewolf, The Creature, Dr Jekyll & Mr Hyde and many more. But Frankenstein's title is not all that is at stake. The famous doctor has also discovered the secret of total destruction that must not fall into the wrong hands!",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTUwODQ1MDM2NF5BMl5BanBnXkFtZTcwNTM2MjEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",N/A,6.7,"2,942",tt0061931,movie,23 May 2016,N/A,N/A,N/A,True
463,Panic in Year Zero!,1962,Approved,05 Jul 1962,93 min,"Action, Horror, Sci-Fi, Thriller",Ray Milland,"Jay Simms (screenplay), John Morton (screenplay), Jay Simms (story)","Ray Milland, Jean Hagen, Frankie Avalon, Mary Mitchel","While on a fishing trip, Harry Baldwin (Ray Milland) and his family hear an explosion and realize that Los Angeles has been leveled by a nuclear attack. Looters and killers are everywhere. Escaping to the hills with his family, he sets about the business of surviving in a world where, he knows, the old ideals of humanity will be first casualties. Not one to give up, he holds up a store for supplies and hides the family in a cave.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDM1NmU1NTktYmI5My00NjlhLWFlMGEtYTIxOWQxMTgzY2VlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.6,"3,791",tt0056331,movie,28 Apr 2017,N/A,American International Pictures (AIP),N/A,True
464,Bandolero!,1968,PG-13,01 Jun 1968,106 min,"Action, Crime, Drama, Romance, Western",Andrew V. McLaglen,"James Lee Barrett (screenplay), Stanley Hough (story)","James Stewart, Dean Martin, Raquel Welch, George Kennedy","Posing as a hangman, Mace Bishop arrives in town with the intention of freeing a gang of outlaws, including his brother, from the gallows. Mace urges his younger brother to give up crime. The sheriff chases the brothers to Mexico. They join forces, however, against a group of Mexican bandits.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BZTQ3ZTBmNDAtNDZlNi00OWZiLWE4YWItMGVhZTE1OTM3ODBlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,6.6,"4,620",tt0062708,movie,10 Aug 2016,N/A,20th Century Fox,N/A,True
465,Mr. Sardonicus,1961,Approved,18 Oct 1961,89 min,"Drama, Horror, Mystery",William Castle,"Ray Russell (screenplay), Ray Russell (novel)","Ronald Lewis, Audrey Dalton, Guy Rolfe, Oskar Homolka","A search for a winning lottery ticket in his dead father's grave causes Sardonicus' face to freeze in a horrible grimace, until he forces a doctor to treat his affliction--with even more grotesque results! The audience gets an opportunity to vote--via the ""Punishment Poll""--for the penalty Sardonicus must pay for his deeds...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNWZlNTdkZjItNWEyNS00ZWVkLTgxOTItMTgwMWY0MzQ1YmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,6.7,"2,664",tt0055200,movie,27 Aug 2020,N/A,Columbia,N/A,True
466,The Thirty Nine Steps,1978,PG,02 May 1980,102 min,"Crime, History, Mystery, Thriller",Don Sharp,"Michael Robson (screenplay), John Buchan (novel)","Robert Powell, David Warner, Eric Porter, Karen Dotrice","The year is 1914 and Richard Hannay, Mining Engineer who is visiting Britain for a short time before returning to South Africa, is shocked when one of his neighbours, Colonel Scudder, bursts into his rooms one night and tells him a story that Prussian 'sleeper' agents are planning to pre-start World War I by murdering a visiting foreign minister. However, Scudder is murdered and Hannay is framed for the death by the 'sleepers'. Fleeing to Scotland Hannay attempts to clear his name and to stop the agents with the aid of Alex Mackenzie but not only is he is chased by Chief Supt Lomas for Scudder's death but by the agents who is headed by Appleton who has managed to hide himself in a high-placed position in the British Government...",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BN2JjYWE2NTYtOTUzOS00YWJlLWEyZWUtZjk4ZjIyNWY5MDhjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",N/A,6.6,"2,319",tt0078389,movie,23 May 2017,N/A,The Rank Organisation,N/A,True
467,Bad Trip,2021,R,26 Mar 2021,86 min,Comedy,Kitao Sakurai,"Eric André (story by), Kitao Sakurai (story by), Andrew Barchilon (story by), Dan Curry (screenplay by), Eric André (screenplay by), Kitao Sakurai (screenplay by)","Eric André, Michaela Conlin, Lil Rel Howery, Tiffany Haddish",This mix of a scripted buddy comedy road movie and a real hidden camera prank show follows the outrageous misadventures of two buds stuck in a rut who embark on a cross-country road trip to NYC. The storyline sets up shocking real pranks.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDgzMTgxOTktNmM2Ny00Nzk5LTgxNjAtNzJlNjBjNjMyOWZkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.6,"17,801",tt9684220,movie,26 Mar 2021,N/A,"Orion Pictures, The District",N/A,True
468,Robin Hood,2010,PG-13,14 May 2010,140 min,"Action, Adventure, Drama, History",Ridley Scott,"Brian Helgeland (screenplay), Brian Helgeland (story), Ethan Reiff (story), Cyrus Voris (story)","Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt","Birth of a legend. Following King Richard's death in France, archer Robin Longstride, along with Will Scarlett, Alan-a-Dale and Little John, returns to England. They encounter the dying Robert of Locksley, whose party was ambushed by treacherous Godfrey, who hopes to facilitate a French invasion of England. Robin promises the dying knight he will return his sword to his father Walter in Nottingham. Here Walter encourages him to impersonate the dead man to prevent his land being confiscated by the crown, and he finds himself with Marian, a ready-made wife. Hoping to stir baronial opposition to weak King John and allow an easy French take-over, Godfrey worms his way into the king's service as Earl Marshal of England and brutally invades towns under the pretext of collecting Royal taxes. Can Robin navigate the politics of barons, royals, traitors, and the French?","English, French, Ukrainian","USA, UK",1 win & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"255,901",tt0955308,movie,18 Dec 2015,"$105,269,730","Scott Free Productions, Brian Grazer",N/A,True
469,Dream,2008,Not Rated,09 Oct 2008,95 min,"Drama, Fantasy, Mystery, Romance",Kim Ki-duk,Kim Ki-duk (screenplay),"Joe Odagiri, Lee Na-Young, Mi-hee Chang, Tae-Hyun Jin","In the aftermath of a car crash, a man discovers his dreams are tied to a stranger's sleepwalking.","Korean, Japanese",South Korea,1 win.,https://m.media-amazon.com/images/M/MV5BNDlmZWQ3MWItNTE2OC00Yjk2LThiYjktN2M0ZTllZGU1YjhkXkEyXkFqcGdeQXVyNTY2MTMwOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",N/A,6.6,"3,695",tt1165253,movie,N/A,N/A,N/A,N/A,True
470,Space Sweepers,2021,TV-MA,05 Feb 2021,136 min,"Action, Adventure, Drama, Fantasy, Sci-Fi",Sung-hee Jo,Sung-hee Jo,"Song Joong-ki, Kim Tae-ri, Seon-kyu Jin, Hae-Jin Yoo","Set in the year 2092 and follows the crew of a space junk collector ship called The Victory. When they discover a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal.","Russian, French, Spanish, Korean, English, Japanese, Danish, Chinese, Arabic, German, Filipino, Mandarin",South Korea,2 nominations.,https://m.media-amazon.com/images/M/MV5BZTUxN2M3ZWYtMzc1MC00NTc4LWFhZDItMzViZDg2NmFjMzBhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.6,"18,457",tt12838766,movie,05 Feb 2021,N/A,Netflix,N/A,True
471,Guns for San Sebastian,1968,G,02 May 1968,111 min,"Action, Adventure, Drama, Western",Henri Verneuil,"William Barby Faherty (novel), Serge Gance, Miguel Morayta, Ennio De Concini, James R. Webb (English screenplay)","Anthony Quinn, Anjanette Comer, Charles Bronson, Sam Jaffe","Leon Alastray is an outlaw who has been given sanctuary by Father John, whom he then escorts to the village of San Sebastian. The village is deserted, with its cowardly residents hiding in the hills from Indians, who regularly attack the village and steal all their supplies. When Father John is murdered, the villagers mistakenly think the outlaw is the priest. Alastray at first tells them he is not a priest, but they don't believe it, and an apparent miracle seems to prove they are correct. Eventually, he assists them in regaining their confidence and defending themselves.",English,"France, Italy, Mexico, USA",N/A,https://m.media-amazon.com/images/M/MV5BZmNlNTZiODEtYjNiMS00ZjdjLThlOTAtYTIyOWUyYTNlYmU1XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",N/A,6.6,"1,869",tt0062713,movie,N/A,N/A,"Compagnie Internationale de Productions Cinématographiques, Filmes Cinematografica, Producciones Enriquez S.A",N/A,True
472,Eye for an Eye,2019,TV-MA,30 Aug 2019,107 min,"Action, Drama, Thriller",Paco Plaza,"Juan Galiñanes, Jorge Guerricaechevarría","Luis Tosar, Xan Cejudo, Ismael Martínez, Enric Auquer",A drug dealer looking for rest. A nurse looking for revenge. A crossroads where no one is safe.,Spanish,"Spain, France, USA",8 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BYzQ0MWM5NmEtY2MxNC00ZTcyLWFkODktNDBhODIwOGIxZjM2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.6,"6,309",tt7967412,movie,15 Jan 2020,N/A,"Atresmedia Cine, Playtime, Film Constellation",N/A,True
473,Next Stop Wonderland,1998,R,21 Aug 1998,104 min,"Comedy, Drama, Romance",Brad Anderson,"Brad Anderson (screenplay), Lyn Vaus (screenplay)","Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman","Erin is a nurse and her longtime boyfriend has dumped her. Her mother Piper places a personal ad for her. Meanwhile the film follows the life of Alan, a volunteer at a local aquarium who dreams of becoming a marine biologist. Will their paths cross?",English,USA,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0MTA4NzQ1OF5BMl5BanBnXkFtZTcwOTE5MTcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.6,"4,629",tt0119778,movie,23 May 2016,"$3,395,581",Miramax,N/A,True
474,Entourage,2015,R,03 Jun 2015,104 min,"Comedy, Drama",Doug Ellin,"Doug Ellin (screenplay), Doug Ellin (story), Rob Weiss (story), Doug Ellin (based on characters created by)","Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara","This movie picks up where the TV show ended. Vincent Chase is offered a role by his former agent now Studio boss Ari Gold in a movie he is developing. Vincent agrees on the condition that he be allowed to direct the movie also. Nearly a year later, Vince is uncertain if the movie is ready, so he asks Ari for money to finish the movie. But Vincent has asked for money more than once already and Ari's bosses are not happy of how much they're spending. But he goes to their backer to ask for more money and he wants to see what Vince has shot so far but Vince won't let anyone see it yet. But he's planning a screening, and asks the backer to come to L.A. with him but he can't so he sends his son instead. At the screening Vince decides not to show it. But gives out DVDS. The son after watching the movie, says he has issues with Drama, Vince's brother who has a small role in the movie. Vince is unwilling to drop him. When they appease the son, he then says he has issues with Vince. So as they try to fix the situation, Ari's catching heat both professionally and personally. And Vincent's friend, E who is expecting a baby with his ex Sloane, is trying to decide if he wants to get back with her.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGY5ZmE4ZWItYzU0YS00ZDczLThiMzctMzQyYjJkNGYzNGQ2XkEyXkFqcGdeQXVyMzI2MTMxNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.6,"76,772",tt1674771,movie,03 May 2016,"$32,363,404","Closest to the Hole, Leverage",N/A,True
475,Mothra vs. Godzilla,1964,Unrated,17 Sep 1964,89 min,"Action, Adventure, Sci-Fi",Ishirô Honda,Shin'ichi Sekizawa,"Akira Takarada, Yuriko Hoshi, Hiroshi Koizumi, Yû Fujiki","A greedy developer has placed huge machines to suck dry a part of the ocean near Tokyo so he can put luxury condos there. After a storm, a giant egg washes up on the beach nearby and is immediately put on public display. The developer's plans go awry when he disrupts Godzilla's rest and the monster goes stomping through Tokyo again. It's up to the elderly Mothra, and then to its two offspring, to save Tokyo from destruction.","Japanese, Marshallese",Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjBkNjk0NDAtNDcxYy00NDI3LThjM2QtYjRhOTY1NmM0N2NhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,6.6,"8,057",tt0058379,movie,20 Apr 2014,N/A,Toho Company,N/A,True
476,Shanghai Kiss,2007,Not Rated,17 Mar 2007,106 min,"Comedy, Drama, Romance","Kern Konwiser, David Ren",David Ren,"Ken Leung, Hayden Panettiere, Kelly Hu, Joel David Moore","A struggling Chinese-American actor, who unwittingly finds himself involved with a high school girl, learns he has inherited his grandmother's home in Shanghai. The American-raised character moves to China in an attempt to connect with his ancestry, leaving behind quite possibly the only girl who has ever loved him.","English, Mandarin","USA, China, Hong Kong",2 wins.,https://m.media-amazon.com/images/M/MV5BMTY3OTQ4MzI4NV5BMl5BanBnXkFtZTcwNDU3ODE1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",N/A,6.6,"5,215",tt0469184,movie,11 Nov 2016,N/A,Konwiser Brothers,N/A,True
