,carat,cut,color,clarity,depth,table,x,y,z,price
21148,1.0,Premium,D,SI1,60.3,59.0,6.47,6.44,3.89,5880
21149,1.02,Premium,E,SI1,61.5,58.0,6.46,6.51,3.99,5183
21150,2.0,Premium,D,SI2,59.3,62.0,8.12,8.06,4.8,12576
21151,0.38,Very Good,F,VS1,58.7,63.0,4.75,4.79,2.8,988
21152,0.7,Very Good,G,SI2,58.2,63.0,5.82,5.79,3.38,1966
21153,0.32,Ideal,F,VVS2,61.6,55.0,4.41,4.42,2.72,945
21154,0.32,Premium,I,VVS1,63.0,58.0,4.38,4.32,2.74,756
21155,0.76,Ideal,E,VS2,61.6,56.0,5.85,5.9,3.62,3864
21156,1.22,Premium,H,SI1,61.9,56.0,6.89,6.84,4.25,6354
21157,0.32,Ideal,E,VS2,61.0,56.0,4.4,4.42,2.69,662
21158,1.75,Ideal,J,VVS2,62.0,55.0,7.7,7.73,4.78,11609
21159,1.11,Ideal,E,SI2,62.2,56.0,6.58,6.66,4.12,4969
21160,0.95,Ideal,G,IF,59.8,59.0,6.36,6.43,3.82,6951
21161,1.5,Premium,E,SI1,60.8,58.0,7.36,7.32,4.46,11795
21162,1.05,Ideal,H,SI2,61.9,56.0,6.49,6.56,4.04,4504
21163,0.9,Fair,I,SI2,66.4,60.0,5.92,5.86,3.91,2948
21164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1757
21165,0.47,Ideal,I,IF,62.2,55.0,4.99,5.01,3.11,1178
21166,0.4,Good,J,VS1,64.0,56.0,4.66,4.69,2.99,567
21167,0.76,Ideal,G,SI2,61.7,55.0,5.87,5.9,3.63,2553
21168,0.33,Ideal,H,VVS1,62.1,55.0,4.42,4.44,2.75,752
21169,0.31,Ideal,G,VS1,60.6,56.0,4.38,4.4,2.66,627
21170,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,650
21171,0.83,Ideal,D,SI1,61.9,56.0,6.01,6.04,3.73,4159
21172,0.53,Ideal,G,VS1,61.8,55.0,5.22,5.17,3.21,1813
21173,0.39,Ideal,F,SI1,61.3,56.0,4.73,4.77,2.91,707
21174,0.72,Premium,E,VS2,61.1,59.0,5.8,5.75,3.53,2903
21175,0.31,Very Good,G,VS2,63.1,58.0,4.35,4.3,2.73,698
21176,1.51,Premium,G,SI1,62.7,58.0,7.3,7.25,4.56,10951
21177,1.02,Very Good,G,VS2,61.9,54.0,6.45,6.48,4.0,6569
21178,0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,768
21179,0.9,Good,I,SI1,63.5,59.0,6.05,6.1,3.86,3176
21180,0.51,Ideal,G,VS1,59.0,59.0,5.25,5.28,3.11,1632
21181,0.4,Ideal,E,SI1,61.8,56.0,4.71,4.74,2.92,737
21182,0.51,Premium,D,SI1,63.0,59.0,5.11,5.05,3.2,1574
21183,0.31,Premium,I,VVS2,61.7,58.0,4.4,4.38,2.71,698
21184,1.76,Fair,J,VS1,56.9,66.0,8.09,7.94,4.56,9314
21185,0.64,Very Good,G,VS1,60.4,62.0,5.54,5.58,3.36,2060
21186,1.2,Ideal,G,VS2,62.6,57.0,6.74,6.81,4.24,7413
21187,0.41,Premium,H,VVS2,59.8,60.0,4.86,4.79,2.88,999
21188,1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,4513
21189,1.51,Premium,F,SI1,62.3,61.0,7.29,7.22,4.52,10866
21190,0.54,Ideal,I,VS2,61.9,56.0,5.2,5.26,3.24,1260
21191,1.02,Fair,F,SI1,61.8,50.0,6.59,6.51,4.05,4227
21192,1.01,Very Good,H,VS2,61.9,62.0,6.37,6.45,3.97,4477
21193,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,11523
21194,0.57,Premium,E,VS2,62.9,57.0,5.29,5.24,3.31,1672
21195,1.28,Ideal,H,VVS1,61.7,55.0,6.97,7.01,4.31,8759
21196,1.33,Good,D,VS2,63.6,58.0,7.02,6.91,4.43,11023
21197,0.59,Ideal,E,VVS2,61.8,56.0,5.39,5.42,3.34,2515
21198,2.0,Very Good,G,SI1,63.5,56.0,7.9,7.97,5.04,18818
21199,0.51,Very Good,E,VS2,61.2,60.0,5.11,5.18,3.15,1554
21200,1.06,Good,E,SI2,58.8,61.0,6.63,6.67,3.91,4257
21201,0.7,Premium,G,SI2,62.5,62.0,5.58,5.56,3.48,1814
21202,1.01,Premium,H,SI1,60.6,61.0,6.39,6.35,3.86,4320
21203,0.3,Ideal,E,VS2,62.6,56.0,4.34,4.29,2.7,844
21204,1.01,Premium,E,SI1,62.0,61.0,6.42,6.38,3.97,5311
21205,1.64,Ideal,G,VVS2,61.8,56.0,7.59,7.6,4.69,17604
21206,1.01,Very Good,F,SI2,63.1,57.0,6.37,6.3,4.0,4072
21207,0.91,Ideal,F,SI1,62.3,56.0,6.16,6.19,3.85,4267
21208,1.2,Ideal,I,SI1,63.5,61.0,6.75,6.71,4.27,5376
21209,0.43,Premium,G,IF,61.4,59.0,4.79,4.85,2.96,1433
21210,1.6,Ideal,J,VS2,62.1,56.0,7.47,7.51,4.65,9681
21211,0.31,Very Good,I,VVS1,63.6,55.0,4.27,4.32,2.73,541
21212,1.51,Premium,F,SI1,63.0,58.0,7.32,7.28,4.6,11957
21213,1.32,Ideal,I,VS1,61.2,57.0,7.12,7.06,4.34,7617
21214,0.53,Good,E,VS2,63.7,55.0,5.12,5.15,3.27,1607
21215,1.19,Premium,G,VS1,62.6,58.0,6.78,6.71,4.22,8109
21216,1.2,Premium,E,VVS2,62.1,58.0,6.76,6.7,4.18,11301
21217,0.7,Very Good,E,VVS1,60.9,59.0,5.67,5.81,3.5,3724
21218,0.35,Ideal,J,VS2,61.8,55.0,4.54,4.56,2.81,446
21219,1.23,Ideal,F,VS2,61.9,57.0,6.86,6.9,4.26,9759
21220,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8982
21221,0.33,Premium,G,VS2,62.0,58.0,4.45,4.42,2.75,743
21222,1.21,Premium,I,SI2,62.3,59.0,6.82,6.77,4.23,4686
21223,0.46,Ideal,J,VVS1,62.5,56.0,4.89,4.93,3.07,953
21224,0.5,Premium,E,VS2,61.4,58.0,5.1,5.07,3.12,1629
21225,0.31,Ideal,J,VVS2,62.0,56.1,4.31,4.33,2.68,468
21226,0.71,Premium,E,SI2,59.0,60.0,5.9,5.87,3.47,2410
21227,0.73,Fair,I,SI2,61.3,67.0,5.77,5.64,3.51,1892
21228,0.52,Ideal,E,VS1,61.4,57.0,5.21,5.18,3.19,2512
21229,0.35,Premium,D,SI1,60.9,58.0,4.52,4.55,2.76,644
21230,1.53,Very Good,G,VS1,61.9,57.0,7.39,7.32,4.55,16219
21231,0.76,Ideal,D,VS1,62.0,56.0,5.84,5.87,3.63,4243
21232,0.41,Very Good,G,SI1,63.4,57.0,4.73,4.7,2.99,861
21233,1.3,Very Good,G,VS1,62.5,58.0,6.9,6.95,4.33,10654
21234,0.86,Premium,F,SI2,59.3,62.0,6.36,6.22,3.73,2818
21235,1.01,Very Good,G,VS1,63.6,57.0,6.3,6.35,4.02,6905
21236,0.83,Very Good,E,SI1,62.1,58.0,6.01,6.04,3.74,3002
21237,0.5,Fair,D,SI1,65.1,58.0,5.0,4.96,3.24,1323
21238,1.01,Fair,G,SI1,65.3,58.0,6.14,6.2,4.03,4417
21239,1.53,Very Good,F,VS1,60.3,58.0,7.48,7.51,4.52,15079
21240,0.53,Very Good,F,SI1,61.5,59.0,5.15,5.19,3.18,1320
21241,0.3,Very Good,E,VVS2,63.2,56.0,4.23,4.28,2.69,622
21242,1.5,Good,J,SI1,59.1,64.0,7.32,7.43,4.36,6687
21243,1.51,Very Good,I,VS1,63.0,59.0,7.28,7.3,4.59,9343
21244,1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,3412
21245,0.31,Fair,E,SI1,56.9,66.0,4.53,4.47,2.56,579
21246,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,544
21247,0.31,Ideal,E,VS2,62.5,54.0,4.33,4.37,2.72,720
21248,0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,705
21249,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,7018
21250,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,2170
21251,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4586
21252,2.01,Ideal,G,SI1,59.2,57.0,8.23,8.19,4.86,17492
21253,0.7,Fair,H,SI1,61.0,66.0,5.68,5.64,3.45,1995
21254,1.0,Very Good,D,SI1,62.8,58.0,6.35,6.39,4.0,5005
21255,0.82,Premium,I,VS1,61.9,58.0,5.99,5.97,3.7,2853
21256,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
21257,0.7,Very Good,D,VS1,63.4,59.0,5.58,5.55,3.53,3001
21258,2.06,Premium,J,I1,61.2,58.0,8.1,8.07,4.95,5203
21259,0.4,Ideal,E,VS1,62.0,54.0,4.77,4.74,2.95,1125
21260,1.75,Very Good,H,VS1,63.3,56.0,7.63,7.53,4.8,14359
21261,0.25,Premium,H,VVS1,59.8,59.0,4.07,4.09,2.44,450
21262,1.01,Good,H,VS2,64.2,55.0,6.38,6.34,4.08,4839
21263,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789
21264,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,1006
21265,0.73,Ideal,H,SI2,62.3,56.0,5.78,5.72,3.58,2278
21266,0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,1832
21267,1.01,Premium,F,SI1,61.9,58.0,6.38,6.34,3.94,4412
21268,0.3,Premium,H,SI1,60.1,55.0,4.41,4.38,2.64,554
21269,0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,6674
21270,0.72,Ideal,E,VVS2,62.0,56.0,5.74,5.77,3.57,3874
21271,0.71,Good,F,VS2,63.6,58.0,5.67,5.62,3.59,2494
21272,1.51,Very Good,I,VVS2,61.9,56.0,7.35,7.38,4.56,9416
21273,1.01,Very Good,F,VVS1,62.1,58.0,6.37,6.41,3.97,9908
21274,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6409
21275,1.01,Premium,F,VS2,62.7,58.0,6.39,6.4,4.01,5988
21276,1.22,Ideal,D,VS2,61.7,56.0,6.89,6.86,4.24,10538
21277,0.7,Good,E,VVS2,63.6,62.0,5.61,5.58,3.56,2858
21278,0.31,Good,G,SI2,63.2,55.0,4.31,4.33,2.73,408
21279,0.45,Premium,J,SI2,60.9,57.0,4.95,4.9,3.05,720
21280,1.52,Premium,G,VVS1,60.4,59.0,7.38,7.48,4.49,15959
21281,0.76,Ideal,F,IF,59.6,58.0,5.95,5.96,3.55,4596
21282,1.01,Good,H,SI1,63.3,58.0,6.37,6.4,4.04,4559
21283,0.71,Good,H,SI1,58.4,62.1,5.8,5.83,3.4,2282
21284,0.7,Fair,F,I1,64.9,59.0,5.58,5.53,3.61,1134
21285,0.9,Fair,G,VS2,65.8,61.0,5.99,5.96,3.93,4309
21286,0.88,Premium,F,VS1,60.7,55.0,6.28,6.22,3.79,3921
21287,0.31,Premium,E,VVS2,61.9,58.0,4.35,4.38,2.7,816
21288,0.38,Premium,E,VS1,61.5,58.0,4.69,4.64,2.87,1069
21289,0.72,Ideal,H,VVS1,61.4,56.0,5.79,5.77,3.55,3124
21290,1.5,Premium,I,SI2,60.8,58.0,7.34,7.24,4.43,7526
21291,0.4,Good,F,VVS1,59.2,64.0,4.8,4.83,2.85,1287
21292,1.04,Good,E,SI2,62.3,62.0,6.4,6.44,4.0,4290
21293,0.9,Premium,D,SI2,58.7,58.0,6.3,6.28,3.69,3578
21294,1.06,Ideal,G,VS2,61.1,57.0,6.56,6.59,4.02,6548
21295,2.24,Ideal,I,SI2,61.7,58.0,8.43,8.37,5.18,16709
21296,1.01,Premium,F,SI1,62.5,58.0,6.42,6.39,4.0,4989
21297,1.2,Premium,G,SI1,62.3,59.0,6.84,6.75,4.23,6586
21298,0.7,Good,F,VS2,60.1,56.0,5.73,5.78,3.46,2591
21299,0.41,Good,F,SI1,63.7,58.0,4.71,4.74,3.01,705
21300,1.54,Premium,G,SI2,61.6,58.0,7.45,7.3,4.57,7287
21301,0.3,Premium,H,VS2,62.7,59.0,4.27,4.22,2.66,608
21302,0.7,Premium,I,SI2,62.1,60.0,5.65,5.62,3.5,1724
21303,1.53,Premium,G,SI2,58.5,59.0,7.52,7.49,4.39,6788
21304,0.54,Ideal,D,SI1,61.7,55.0,5.23,5.27,3.24,1650
21305,0.33,Ideal,G,VS2,62.5,57.0,4.41,4.39,2.75,743
21306,0.61,Ideal,F,VS2,62.4,55.0,5.42,5.45,3.39,2002
21307,0.31,Ideal,D,VS2,62.0,55.0,4.35,4.33,2.69,942
21308,0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,1673
21309,0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,593
21310,0.54,Very Good,G,SI1,63.2,58.0,5.15,5.16,3.26,1392
21311,1.01,Ideal,F,SI1,61.7,56.0,6.45,6.48,3.99,5932
21312,2.01,Premium,I,VS2,60.5,60.0,8.17,8.15,4.94,16778
21313,1.02,Very Good,E,VS2,60.3,60.0,6.58,6.48,3.94,6103
21314,1.5,Very Good,D,SI1,63.4,63.0,7.23,7.19,4.57,9895
21315,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1436
21316,2.01,Ideal,F,SI2,60.0,56.0,8.17,8.22,4.92,17220
21317,1.53,Ideal,I,SI2,61.4,58.0,7.4,7.42,4.55,8021
21318,1.21,Ideal,I,SI2,64.6,56.0,6.67,6.62,4.29,4879
21319,0.52,Ideal,D,SI1,62.4,57.0,5.18,5.14,3.22,1720
21320,1.31,Very Good,G,VVS2,62.2,59.0,6.91,6.98,4.32,11108
21321,0.78,Good,E,SI1,59.4,62.0,6.02,6.07,3.59,3578
21322,0.32,Ideal,E,SI2,62.7,57.0,4.37,4.34,2.73,576
21323,1.66,Premium,G,SI2,59.1,58.0,7.77,7.69,4.57,10030
21324,1.14,Premium,J,SI1,62.4,59.0,6.7,6.62,4.16,3792
21325,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1590
21326,1.22,Ideal,G,VS2,59.9,56.0,7.01,6.97,4.19,8485
21327,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,888
21328,1.24,Ideal,F,VS2,61.4,57.0,6.98,6.86,4.25,9073
21329,0.3,Ideal,H,VVS2,61.1,55.0,4.36,4.32,2.65,776
21330,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2496
21331,0.94,Premium,G,SI1,61.9,57.0,6.29,6.24,3.88,4106
21332,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52,2330
21333,0.31,Premium,G,SI1,61.4,58.0,4.31,4.35,2.66,462
21334,2.01,Premium,E,SI2,58.9,60.0,8.24,8.2,4.84,17179
21335,0.41,Ideal,F,VS2,61.4,55.0,4.83,4.78,2.95,1107
21336,0.77,Ideal,H,VS2,62.0,56.0,5.89,5.86,3.64,2763
21337,0.9,Ideal,J,VS2,62.5,57.0,6.16,6.26,3.88,3255
21338,1.01,Very Good,I,SI2,63.7,57.0,6.32,6.36,4.04,3998
21339,0.3,Very Good,G,VS2,62.6,62.0,4.21,4.25,2.65,491
21340,0.43,Very Good,G,VS2,62.4,56.0,4.84,4.87,3.02,852
21341,1.0,Good,G,SI1,62.5,65.0,6.24,6.31,3.92,4528
21342,1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,10805
21343,0.72,Ideal,E,VVS1,61.6,56.0,5.75,5.77,3.55,4702
21344,0.41,Ideal,E,VS1,62.1,55.0,4.75,4.78,2.96,1079
21345,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,16319
21346,2.02,Premium,H,SI2,61.4,59.0,8.15,8.08,4.98,15606
21347,0.73,Ideal,E,VVS1,62.0,56.0,5.75,5.79,3.58,4830
21348,0.31,Ideal,D,SI1,62.4,56.0,4.31,4.35,2.7,571
21349,0.7,Very Good,F,SI2,58.8,57.0,5.85,5.89,3.45,2020
21350,0.92,Ideal,I,SI1,62.1,55.0,6.24,6.29,3.89,3610
21351,1.06,Very Good,F,SI1,59.5,63.0,6.62,6.59,3.93,4488
21352,0.8,Very Good,G,VS1,59.5,63.0,6.11,6.05,3.61,3158
21353,2.11,Fair,F,I1,67.6,57.0,7.88,7.83,5.31,7019
21354,1.53,Very Good,H,SI2,61.2,55.9,7.43,7.46,4.56,9391
21355,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
21356,0.57,Ideal,D,VS2,61.8,56.0,5.34,5.31,3.29,2103
21357,0.35,Premium,D,SI1,60.1,61.0,4.59,4.56,2.75,827
21358,0.27,Ideal,F,VVS1,61.0,57.0,4.2,4.22,2.57,620
21359,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,8513
21360,0.9,Very Good,E,VVS2,62.0,55.0,6.08,6.17,3.8,6466
21361,0.51,Good,H,VS2,64.1,54.0,5.02,5.0,3.21,1195
21362,0.31,Premium,E,VVS1,61.3,58.0,4.39,4.36,2.68,988
21363,0.58,Ideal,F,VS2,60.6,55.0,5.4,5.43,3.28,1798
21364,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96,1103
21365,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,786
21366,0.92,Ideal,F,SI1,62.2,55.0,6.25,6.19,3.87,3400
21367,0.5,Very Good,I,VS2,61.7,58.0,5.08,5.13,3.15,1176
21368,1.0,Good,E,VVS2,64.1,57.0,6.32,6.29,4.04,7692
21369,1.03,Ideal,I,VS2,61.2,56.0,6.5,6.51,3.98,5378
21370,0.71,Fair,G,VVS1,62.8,57.0,5.67,5.57,3.53,3062
21371,1.56,Ideal,E,VS2,60.5,57.0,7.56,7.5,4.56,12717
21372,1.2,Ideal,G,VS1,62.3,56.0,6.82,6.77,4.23,8596
21373,0.74,Very Good,I,VS1,63.4,57.0,5.81,5.76,3.67,2353
21374,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194
21375,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,761
21376,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,491
21377,0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
21378,1.08,Very Good,I,SI1,60.5,60.0,6.61,6.67,4.02,4276
21379,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4428
21380,0.34,Ideal,E,SI1,61.4,54.0,4.53,4.5,2.77,765
21381,1.01,Premium,G,SI1,61.0,62.0,6.49,6.4,3.93,4672
21382,1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,3991
21383,0.97,Premium,H,SI1,58.0,62.0,6.56,6.48,3.79,3911
21384,1.28,Very Good,E,SI1,59.8,59.1,6.99,7.05,4.21,7927
21385,0.35,Ideal,G,IF,62.3,55.0,4.5,4.52,2.81,1044
21386,0.5,Ideal,G,VVS1,62.1,53.5,5.08,5.13,3.17,1865
21387,2.01,Very Good,I,VS1,61.5,62.0,7.94,8.07,4.92,15335
21388,0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
21389,0.9,Very Good,E,I1,62.4,63.0,6.13,6.01,3.79,2245
21390,0.7,Ideal,H,VVS1,61.2,57.0,5.69,5.72,3.49,2947
21391,1.11,Fair,H,SI1,65.7,61.0,6.42,6.39,4.21,5178
21392,0.91,Very Good,F,SI2,63.5,56.0,6.16,6.12,3.89,3496
21393,0.3,Premium,D,SI1,62.3,58.0,4.28,4.32,2.68,552
21394,1.2,Very Good,D,SI2,63.1,57.0,6.68,6.75,4.24,5373
21395,0.42,Ideal,D,VVS2,61.4,56.0,4.85,4.82,2.97,1389
21396,1.05,Premium,H,SI1,60.2,62.0,6.57,6.52,3.94,5139
21397,1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29,5960
21398,1.12,Ideal,J,VS2,62.9,57.0,6.55,6.52,4.11,3638
21399,0.29,Very Good,E,VS1,60.4,58.0,4.28,4.33,2.6,499
21400,2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512
21401,0.57,Ideal,E,VS1,60.8,54.8,5.36,5.4,3.27,2061
21402,1.1,Premium,G,SI1,59.6,60.0,6.74,6.7,4.0,4712
21403,0.31,Ideal,E,SI1,62.1,56.0,4.35,4.38,2.71,582
21404,1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96,4341
21405,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,8235
21406,0.91,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,3954
21407,0.35,Ideal,D,VS2,60.6,56.0,4.54,4.57,2.76,829
21408,0.52,Good,D,SI1,63.7,55.0,5.12,5.09,3.25,1605
21409,0.3,Premium,G,VS1,62.0,60.0,4.28,4.23,2.64,776
21410,1.01,Good,F,VS1,62.9,64.0,6.38,6.28,3.98,5606
21411,1.1,Premium,G,VS2,60.3,57.0,6.73,6.68,4.04,6032
21412,1.21,Ideal,I,VS1,61.5,56.0,6.83,6.87,4.22,6691
21413,0.36,Ideal,D,SI1,62.5,56.0,4.57,4.55,2.85,851
21414,1.51,Ideal,H,SI1,61.3,56.0,7.4,7.44,4.55,9833
21415,1.58,Premium,H,SI2,62.4,57.0,7.45,7.36,4.62,8777
21416,0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61,2702
21417,0.55,Very Good,E,VVS1,61.2,57.0,5.27,5.29,3.23,2585
21418,0.9,Ideal,E,VS2,62.0,59.0,6.17,6.21,3.84,5439
21419,1.23,Premium,G,VS1,61.8,58.0,6.88,6.84,4.24,8381
21420,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,6387
21421,0.73,Ideal,G,SI1,62.1,54.0,5.78,5.81,3.6,2583
21422,0.7,Very Good,H,SI1,62.1,59.0,5.62,5.66,3.5,2213
21423,0.51,Premium,E,SI1,58.2,61.0,5.27,5.22,3.05,1340
21424,0.3,Premium,D,SI1,62.3,58.0,4.32,4.28,2.68,709
21425,0.4,Premium,D,VVS2,60.8,59.0,4.81,4.76,2.91,1323
21426,0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83,616
21427,0.32,Ideal,G,IF,61.9,56.0,4.39,4.46,2.74,940
21428,1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,5045
21429,0.9,Premium,E,SI2,60.7,61.0,6.22,6.16,3.76,3084
21430,0.73,Premium,F,VS2,62.3,60.0,5.77,5.73,3.58,2683
21431,1.5,Good,G,SI1,64.2,58.0,7.14,7.2,4.6,10428
21432,0.33,Premium,G,VS1,60.3,58.0,4.52,4.5,2.72,797
21433,0.3,Very Good,G,VVS1,63.5,57.0,4.27,4.24,2.7,1013
21434,0.9,Ideal,H,SI2,61.9,55.0,6.21,6.19,3.84,4101
21435,0.61,Premium,I,VS1,60.0,61.0,5.53,5.5,3.31,1614
21436,1.0,Good,G,VS1,63.7,60.0,6.38,6.31,4.04,4805
21437,0.37,Very Good,D,SI1,62.2,58.0,4.58,4.62,2.86,681
21438,0.9,Very Good,D,SI1,61.2,60.0,6.14,6.19,3.77,4381
21439,0.71,Premium,I,VS2,62.1,59.0,5.7,5.73,3.55,2294
21440,0.36,Ideal,F,SI1,62.7,57.0,4.56,4.53,2.85,667
21441,0.5,Ideal,D,SI1,61.6,55.0,5.13,5.1,3.15,1654
21442,0.38,Premium,I,VS1,61.3,60.0,4.62,4.65,2.84,700
21443,1.01,Very Good,F,VS2,59.4,61.0,6.48,6.51,3.86,6288
21444,0.3,Ideal,E,SI1,61.3,56.0,4.34,4.37,2.67,640
21445,0.57,Premium,H,SI1,59.3,58.0,5.4,5.46,3.22,1218
21446,0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517
21447,0.7,Fair,H,VS1,67.2,55.0,5.48,5.54,3.7,1811
21448,0.52,Very Good,D,VS1,59.6,57.0,5.24,5.3,3.14,1995
21449,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,4909
21450,0.25,Very Good,D,VS1,60.0,63.0,4.05,4.08,2.44,388
21451,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9781
21452,0.38,Ideal,D,VS2,60.8,57.0,4.66,4.68,2.84,787
21453,1.7,Premium,I,VS2,62.2,58.0,7.6,7.65,4.74,11781
21454,0.36,Ideal,E,VS1,62.7,57.0,4.58,4.55,2.86,933
21455,0.32,Ideal,D,SI1,61.2,56.0,4.45,4.47,2.73,714
21456,1.3,Premium,F,SI2,61.6,58.0,7.07,6.92,4.33,5788
21457,1.51,Very Good,F,VS2,62.5,58.0,7.21,7.36,4.55,14165
21458,0.91,Premium,E,SI2,61.1,59.0,6.24,6.2,3.8,3639
21459,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3167
21460,1.14,Ideal,J,SI1,61.5,56.0,6.7,6.74,4.13,5174
21461,0.34,Premium,E,SI2,62.5,59.0,4.46,4.43,2.78,612
21462,1.01,Ideal,E,VS2,59.3,57.0,6.57,6.51,3.88,7240
21463,0.53,Ideal,F,VVS2,62.1,56.0,5.15,5.22,3.22,2175
21464,0.31,Ideal,H,IF,60.8,57.0,4.4,4.38,2.67,977
21465,0.38,Ideal,E,SI1,61.1,55.0,4.69,4.73,2.88,844
21466,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2074
21467,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2795
21468,0.38,Ideal,H,SI1,61.2,56.0,4.7,4.74,2.89,697
21469,0.81,Ideal,H,SI1,62.1,54.0,6.0,6.02,3.73,2435
21470,0.5,Good,D,SI1,63.2,57.0,5.02,5.07,3.19,1436
21471,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,982
21472,1.04,Very Good,D,IF,61.3,56.0,6.53,6.55,4.01,18542
21473,0.32,Ideal,F,VVS2,62.1,54.0,4.41,4.44,2.75,786
21474,1.09,Very Good,D,SI2,61.9,61.0,6.54,6.58,4.06,3890
21475,0.55,Ideal,E,VS2,62.0,55.0,5.26,5.28,3.27,1816
21476,0.53,Ideal,E,VS2,61.8,56.0,5.17,5.21,3.21,1676
21477,1.07,Ideal,G,VS1,61.8,55.0,6.59,6.55,4.06,7198
21478,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07,17898
21479,2.3,Ideal,H,SI2,62.6,54.0,8.42,8.46,5.28,18108
21480,0.51,Very Good,F,VS2,63.0,57.0,5.05,5.11,3.2,1423
21481,0.7,Fair,D,SI2,67.8,58.0,5.51,5.44,3.71,1770
21482,0.3,Premium,G,VVS2,60.6,58.0,4.36,4.35,2.64,878
21483,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4487
21484,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3142
21485,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1209
21486,0.3,Very Good,G,VVS1,63.1,58.0,4.31,4.28,2.71,1013
21487,1.5,Good,G,SI2,63.7,58.0,7.15,7.22,4.58,7216
21488,1.09,Ideal,H,SI1,62.4,55.0,6.59,6.68,4.14,4784
21489,0.32,Ideal,H,IF,61.6,54.0,4.41,4.49,2.74,814
21490,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,15877
21491,0.32,Ideal,H,VVS1,61.3,56.0,4.42,4.45,2.72,905
21492,0.7,Ideal,I,SI2,62.3,55.0,5.67,5.72,3.55,1874
21493,1.38,Ideal,G,VVS1,61.8,56.0,7.15,7.12,4.41,13250
